,customer message,admin reply
30663,You sent a sticker.,รับทราบค่ะ
30665,รับทราบค่ะ,"You sent a photo.
ขออภัยที่ล่าช้านะคะ"
30667,"You sent a photo.
ขออภัยที่ล่าช้านะคะ",เพิ่งว่าง
30669,เพิ่งว่าง,เอกสารเดี๋ยวส่งกลับให้เร็วนี้นะคะ
30671,เอกสารเดี๋ยวส่งกลับให้เร็วนี้นะคะ,You sent a sticker.
30672,เอกสารเดี๋ยวส่งกลับให้เร็วนี้นะคะ,You sent a sticker.
30675,ส่งเอกสารกลับไปให้แล้วนะคะ,"สวัสดีค่ะ
เราจะเริ่มเทรดกันเมื่อไหร่คะ
พี่จะได้โอนเงิน"
30677,"สวัสดีค่ะ
เราจะเริ่มเทรดกันเมื่อไหร่คะ
พี่จะได้โอนเงิน","ส่งเมื่อวานตอนเช้า เอกสารอยู่ในกระเป๋าอีกใบค่ะ
น่าจะถึงวันนี้นะ เพราะ ems"
30679,"ส่งเมื่อวานตอนเช้า เอกสารอยู่ในกระเป๋าอีกใบค่ะ
น่าจะถึงวันนี้นะ เพราะ ems",You sent a sticker.
30681,You sent a sticker.,วันนี้ยังไม่สะดวกทำนะคะ
30682,You sent a sticker.,วันนี้ยังไม่สะดวกทำนะคะ
30684,วันนี้ยังไม่สะดวกทำนะคะ,"สวัสดีค่ะ
พี่ login เข้า Streiming ได้แล้วค่ะ บนมือถือ"
30686,"สวัสดีค่ะ
พี่ login เข้า Streiming ได้แล้วค่ะ บนมือถือ","ต้องทำบน PC เหรอคะ
Logout ออกจากมือถือก่อน"
30688,"ต้องทำบน PC เหรอคะ
Logout ออกจากมือถือก่อน",You sent a photo.
30690,You sent a photo.,คลิกทั้งหมดเหรอคะ
30692,คลิกทั้งหมดเหรอคะ,"Algorithm Trading
ALGO
Algorithm Trading
App ID
tHXnycOanOuqKSOW
Secret
APkXxTwPI3ZRRAYTCu5pIYgkzL6J77IzNFkaZBH3NHRG
หมายเหตุ: หน้าจอจะแสดง App Secret ครั้งเดียวหลังจากที่มีการกดปุ่ม Generate Key เท่านั้น ซึ่งสามารถทำการ Copy ไปใช้งานต่อได้ โดยจะไม่แสดงซ้ำกรณีหน้าจอถูก Refresh หรือ Login เข้าใช้งานระบบครั้งถัดไป"
30694,"Algorithm Trading
ALGO
Algorithm Trading
App ID
tHXnycOanOuqKSOW
Secret
APkXxTwPI3ZRRAYTCu5pIYgkzL6J77IzNFkaZBH3NHRG
หมายเหตุ: หน้าจอจะแสดง App Secret ครั้งเดียวหลังจากที่มีการกดปุ่ม Generate Key เท่านั้น ซึ่งสามารถทำการ Copy ไปใช้งานต่อได้ โดยจะไม่แสดงซ้ำกรณีหน้าจอถูก Refresh หรือ Login เข้าใช้งานระบบครั้งถัดไป","OK
แนะนำทีละขั้นตอนนะคะ"
30696,"OK
แนะนำทีละขั้นตอนนะคะ","tHXnycOanOuqKSOW
APkXxTwPI3ZRRAYTCu5pIYgkzL6J77IzNFkaZBH3NHRG"
30698,"tHXnycOanOuqKSOW
APkXxTwPI3ZRRAYTCu5pIYgkzL6J77IzNFkaZBH3NHRG",828264
30700,828264,"ฝากได้เลยค่ะ
ฝากยังไงคะ
ระบบตัด ats รึยังคะ ไม่แน่ใจ"
30702,"ฝากได้เลยค่ะ
ฝากยังไงคะ
ระบบตัด ats รึยังคะ ไม่แน่ใจ",กสิกร
30704,กสิกร,ฝากเท่าไหร่คะ
30706,ฝากเท่าไหร่คะ,"You sent a photo.
หน้าจอตอนนี้ค่ะ
พี่จะเข้าไปดูเลขที่พอร์ต"
30708,"You sent a photo.
หน้าจอตอนนี้ค่ะ
พี่จะเข้าไปดูเลขที่พอร์ต",หน้าจอนี่กด action ได้เลยมั้ยคะ
30710,หน้าจอนี่กด action ได้เลยมั้ยคะ,"Ref. 2 กรอกเลขพอร์ต โดย
- พอร์ต TFEX (11 หลัก) -> กรอกเลข 99902341003
คีย์ตามนี้เหรอคะ
ในพอร์ต 203410-0"
30712,"Ref. 2 กรอกเลขพอร์ต โดย
- พอร์ต TFEX (11 หลัก) -> กรอกเลข 99902341003
คีย์ตามนี้เหรอคะ
ในพอร์ต 203410-0","023410-0
อ่อ แป้บนะ"
30714,"023410-0
อ่อ แป้บนะ",You sent a photo.
30716,You sent a photo.,เรียบร้อยนะคะ
30719,อันนี้คือระบบ run ให้อัตโนมัติแล้วใช่มั้ยคะ,คุยแล้วนะคะ
30720,อันนี้คือระบบ run ให้อัตโนมัติแล้วใช่มั้ยคะ,คุยแล้วนะคะ
30722,คุยแล้วนะคะ,แข็งจริง
30723,คุยแล้วนะคะ,แข็งจริง
30724,คุยแล้วนะคะ,แข็งจริง
30726,แข็งจริง,"แบบนี้ระบบเราเป็นยังไงเหรอคะ
ยังต้อง L เป็นหลัก รึยังไงคะ"
30728,"แบบนี้ระบบเราเป็นยังไงเหรอคะ
ยังต้อง L เป็นหลัก รึยังไงคะ",อ่อ เข้าใจค่ะ
30730,อ่อ เข้าใจค่ะ,H26
30732,H26,ค่าเงินหลุดแนวรับ มีแผนอย่างไรคะ
30734,ค่าเงินหลุดแนวรับ มีแผนอย่างไรคะ,ขอบคุณค่ะ
30735,ค่าเงินหลุดแนวรับ มีแผนอย่างไรคะ,ขอบคุณค่ะ
30736,ค่าเงินหลุดแนวรับ มีแผนอย่างไรคะ,ขอบคุณค่ะ
30738,ขอบคุณค่ะ,"พอร์ตลดเยอะมากค่ะ
มีแนวทางแก้ไขยังไงคะ
เห็น L ตลอด"
30740,"พอร์ตลดเยอะมากค่ะ
มีแนวทางแก้ไขยังไงคะ
เห็น L ตลอด","รับทราบค่ะ
ทุดคนน่าจะเจอเหมือนกันๆ"
30742,"รับทราบค่ะ
ทุดคนน่าจะเจอเหมือนกันๆ",มั่นใจคุณเดียค่ะ
30744,มั่นใจคุณเดียค่ะ,"ความจริงพี่เข้ามาตรงนี้เพราะขี้เกียจดูกราฟ แต่ก็อดไม่ได้จริงๆ
ระบบที่คุณเดียวางไว้ น่าจะ test มาดีแล้ว ต้องขออภัยด้วยนะคะ"
30746,"ความจริงพี่เข้ามาตรงนี้เพราะขี้เกียจดูกราฟ แต่ก็อดไม่ได้จริงๆ
ระบบที่คุณเดียวางไว้ น่าจะ test มาดีแล้ว ต้องขออภัยด้วยนะคะ",You sent a sticker.
30748,You sent a sticker.,คุณเดียมีมุมมองยังไงคะ
30749,You sent a sticker.,คุณเดียมีมุมมองยังไงคะ
30750,You sent a sticker.,คุณเดียมีมุมมองยังไงคะ
30752,คุณเดียมีมุมมองยังไงคะ,ถ้าเลือก 1 ต้องเติมเงิน 1.2 เลยเหรอคะ
30757,"มีของดีมาแนะนำ สมาชิก นะครับ 

ถ้าสมาชิก ท่านไหนอยากได้แนวทางการลงทุน 10-15% ต่อปี ลงทุนในตลาดหลักทรัพย์ไทย ไม่ต้องกังวลเรื่องภาษีตปท เพราะ ไม่เสียภาษีครับ ได้กำไรเต็มๆ และ ความเสี่ยงแทบไม่มี สามารถติดต่อมา เพื่อให้น้องเซิน น้องไอซ์ ติดต่อไปแจ้งรายละเอียดเพิ่มเติมได้เลยนะครับ

https://lin.ee/WAqEqio

จะมีทีมงาน ติดต่อและตอบกลับทันที

ชยุต

ตัวอย่างผลต่อแทนที่สมาชิก รันมาตั้งแต่ กลางเดือน 4 

สมาชิกท่านใดสนใจติดต่อได้เลย

ติดต่อ https://lin.ee/WAqEqio 
สอบถามอันนี้ครับ",You sent a sticker.
30759,You sent a sticker.,ยังไม่จบครับ เด๋วขอเวลาดูแล้วทักกลับนะครับ
30760,You sent a sticker.,ยังไม่จบครับ เด๋วขอเวลาดูแล้วทักกลับนะครับ
30762,ยังไม่จบครับ เด๋วขอเวลาดูแล้วทักกลับนะครับ,จบละครับ
30764,จบละครับ,"เด๋วซักเที่ยงๆได้มั้ยครับ
ถามในนี้ก่อนว่าถ้าให้เปิดเป็นชื่อคนอื่นได้มั้ยครับ"
30766,"เด๋วซักเที่ยงๆได้มั้ยครับ
ถามในนี้ก่อนว่าถ้าให้เปิดเป็นชื่อคนอื่นได้มั้ยครับ",พจน์ 0868931150 ครับ
30768,พจน์ 0868931150 ครับ,"เอกสารส่งมาที่

เธียรพจน์ อนุวุฒินาวิน
333/568 ถ
เอกสารส่งมาที่

เธียรพจน์ อนุวุฒินาวิน
333/568 นายน์ บาย แสนสิริ
ถ.กรุงธนบุรี คลองต้นไทร คลองสาน กทม 10600

0868931150"
30770,"เอกสารส่งมาที่

เธียรพจน์ อนุวุฒินาวิน
333/568 ถ
เอกสารส่งมาที่

เธียรพจน์ อนุวุฒินาวิน
333/568 นายน์ บาย แสนสิริ
ถ.กรุงธนบุรี คลองต้นไทร คลองสาน กทม 10600

0868931150",โอเคครับ
30772,โอเคครับ,"วิธียืนยันตัวตนมีนอกเหนือ ndid มั้ยครับ
ส่งเอกสารมาก่อนได้เลยนะครับ เดี๋ยวคุณพ่อเซ็นแล้วแจ้งกลับนัดรับอีกที
พอดีเค้าไม่มี mobile banking"
30774,"วิธียืนยันตัวตนมีนอกเหนือ ndid มั้ยครับ
ส่งเอกสารมาก่อนได้เลยนะครับ เดี๋ยวคุณพ่อเซ็นแล้วแจ้งกลับนัดรับอีกที
พอดีเค้าไม่มี mobile banking",เอาเป็นวิธีนี้ละกันครับ
30776,เอาเป็นวิธีนี้ละกันครับ,เป็นวันรับเอกสารครับ
30778,เป็นวันรับเอกสารครับ,ได้ครับ ฝากนิติไว้ได้เลยครับ
30780,ได้ครับ ฝากนิติไว้ได้เลยครับ,"1.75
2.ผมทำงานสายการเงินไม่สะดวกเปิดครับ "
30781,ได้ครับ ฝากนิติไว้ได้เลยครับ,"1.75
2.ผมทำงานสายการเงินไม่สะดวกเปิดครับ "
30784,ถ้าไม่ได้เด๋วใช้ชื่อคนอื่นเปิดได้คับ,โอเคครับ
30785,ถ้าไม่ได้เด๋วใช้ชื่อคนอื่นเปิดได้คับ,โอเคครับ
30788,"จะรบกวนขอ qr เปิดบัญชีกับวิธีอีกทีครับ พอดีมันเปิดไม่ได้
หาคนมาเปิดได้ละ",You sent a photo.
30790,You sent a photo.,ชื่อ ยุพวดี
30792,ชื่อ ยุพวดี,เอกสารที่เซ็นเพิ่มเติมสะดวกให้แมสมารับมั้ยครับ
30794,เอกสารที่เซ็นเพิ่มเติมสะดวกให้แมสมารับมั้ยครับ,ให้มารับที่อาคารวรวัฒน์ ตรงถนนสีลม แทนครับ
30796,ให้มารับที่อาคารวรวัฒน์ ตรงถนนสีลม แทนครับ,พจน์ 0868931150 พรุ่งนี้ได้ตั้งแต่ 09.00-12.00
30798,พจน์ 0868931150 พรุ่งนี้ได้ตั้งแต่ 09.00-12.00,ต้องใช้สำเนาบัตรมั้ยครับ หรือแค่ตัวเอกสาร
30800,ต้องใช้สำเนาบัตรมั้ยครับ หรือแค่ตัวเอกสาร,"TRINITY : Your application (id: 150133) is approved. To apply for ATS, please click https://oacc.settrade.com/ddr/022 and proceed within 7 days.
You sent a photo.
ขึ้นแบบนี้แปลว่าเรียบร้อยมั้ยครับ"
30802,"TRINITY : Your application (id: 150133) is approved. To apply for ATS, please click https://oacc.settrade.com/ddr/022 and proceed within 7 days.
You sent a photo.
ขึ้นแบบนี้แปลว่าเรียบร้อยมั้ยครับ","มันจำเป็นต้องใช้มั้ยครับ
เวลาฝาก ถอน มีวิธีอื่นนอกจาก ats มั้ยครับ"
30804,"มันจำเป็นต้องใช้มั้ยครับ
เวลาฝาก ถอน มีวิธีอื่นนอกจาก ats มั้ยครับ",เห็นเค้าบอกว่ามี kplus นะครับ ฝากรีเชคว่าเค้าทำผ่านแล้วมั้ยครับ
30806,เห็นเค้าบอกว่ามี kplus นะครับ ฝากรีเชคว่าเค้าทำผ่านแล้วมั้ยครับ,"เคครับ
พวก user password จะมีเมล์ส่งมาอีกทีใช่มั้ยครับ"
30807,เห็นเค้าบอกว่ามี kplus นะครับ ฝากรีเชคว่าเค้าทำผ่านแล้วมั้ยครับ,"เคครับ
พวก user password จะมีเมล์ส่งมาอีกทีใช่มั้ยครับ"
30809,"เคครับ
พวก user password จะมีเมล์ส่งมาอีกทีใช่มั้ยครับ",บัญชีของยุพวดีที่เปิดเรียบร้อยมั้ยครับ
30810,"เคครับ
พวก user password จะมีเมล์ส่งมาอีกทีใช่มั้ยครับ",บัญชีของยุพวดีที่เปิดเรียบร้อยมั้ยครับ
30812,บัญชีของยุพวดีที่เปิดเรียบร้อยมั้ยครับ,ขอบคุณครับ
30815,You sent a photo.,"You sent a photo.
Pin 225339"
30816,You sent a photo.,"You sent a photo.
Pin 225339"
30817,You sent a photo.,"You sent a photo.
Pin 225339"
30819,"You sent a photo.
Pin 225339","app id NjxS3CX7nwG4spSy
ID : 12bEEVJ4E3TjFoJ7
secret : ANs/cG6/cqNYxOOJxhCVKl38RizqJ83a9qDiuD+tWN2V
อันใหม่ครับ"
30821,"app id NjxS3CX7nwG4spSy
ID : 12bEEVJ4E3TjFoJ7
secret : ANs/cG6/cqNYxOOJxhCVKl38RizqJ83a9qDiuD+tWN2V
อันใหม่ครับ","อาจจะต้องทยอยฝากเข้าครับ
return เฉพาะเดือน ธค performance เป็นยังไงครับที่ผ่านมา
ถ้าฝากแล้วตัว robot จะเริ่มทันทีหรือวันถัดไปครับ"
30823,"อาจจะต้องทยอยฝากเข้าครับ
return เฉพาะเดือน ธค performance เป็นยังไงครับที่ผ่านมา
ถ้าฝากแล้วตัว robot จะเริ่มทันทีหรือวันถัดไปครับ",ขอวิธีฝากเงินไว้หน่อยครับ ผ่าน mobile banking
30825,ขอวิธีฝากเงินไว้หน่อยครับ ผ่าน mobile banking,เคครับ เด๋วโอนแล้วแจ้งไปอีกที
30826,ขอวิธีฝากเงินไว้หน่อยครับ ผ่าน mobile banking,เคครับ เด๋วโอนแล้วแจ้งไปอีกที
30829,"พอดีเห็นในไฟล์แจ้งว่าต้องกรอกบัญชีอนุพันธ์ 11 หลักมั้ยครับ
หรือใส่แค่ 7 หลักตามที่ให้มา
โอนผ่านกสิกรครับ",You sent a photo.
30831,You sent a photo.,"ได้ครับ
ผมสามารถดูจากใน streaming ได้เลยใช่มั้ยครับ"
30833,"ได้ครับ
ผมสามารถดูจากใน streaming ได้เลยใช่มั้ยครับ",thianphot.nuwin@gmail.com
30834,"ได้ครับ
ผมสามารถดูจากใน streaming ได้เลยใช่มั้ยครับ",thianphot.nuwin@gmail.com
30836,thianphot.nuwin@gmail.com,You sent a sticker.
30838,You sent a sticker.,โอเคครับ
30841,ช่วงนี้แข็วเพราะอะไรครับ,ครับ
30842,ช่วงนี้แข็วเพราะอะไรครับ,ครับ
30844,ครับ,แข็งเพราะเงินเทาแต่ไปควบคุมทองคำ จะช่วยมั้ยครับ
30845,ครับ,แข็งเพราะเงินเทาแต่ไปควบคุมทองคำ จะช่วยมั้ยครับ
30846,ครับ,แข็งเพราะเงินเทาแต่ไปควบคุมทองคำ จะช่วยมั้ยครับ
30847,ครับ,แข็งเพราะเงินเทาแต่ไปควบคุมทองคำ จะช่วยมั้ยครับ
30848,ครับ,แข็งเพราะเงินเทาแต่ไปควบคุมทองคำ จะช่วยมั้ยครับ
30849,ครับ,แข็งเพราะเงินเทาแต่ไปควบคุมทองคำ จะช่วยมั้ยครับ
30851,แข็งเพราะเงินเทาแต่ไปควบคุมทองคำ จะช่วยมั้ยครับ,ผมถือดูก่อนครับ
30852,แข็งเพราะเงินเทาแต่ไปควบคุมทองคำ จะช่วยมั้ยครับ,ผมถือดูก่อนครับ
30857,"You sent a sticker.
You sent a photo.
ขึ้นแบบนี้ความหมายคืออะไรคะ","ตอนนี้โอนเข้าไปแล้วนะคะ
โอนเข้าบัญชี ธนาคารกสิกรไทย"
30858,"You sent a sticker.
You sent a photo.
ขึ้นแบบนี้ความหมายคืออะไรคะ","ตอนนี้โอนเข้าไปแล้วนะคะ
โอนเข้าบัญชี ธนาคารกสิกรไทย"
30860,"ตอนนี้โอนเข้าไปแล้วนะคะ
โอนเข้าบัญชี ธนาคารกสิกรไทย",You sent a photo.
30862,You sent a photo.,ไม่ใช่ว่าทางทรินิตี้ตัดยอดผ่านบัญชีเหรอคะ
30864,ไม่ใช่ว่าทางทรินิตี้ตัดยอดผ่านบัญชีเหรอคะ,ATS สมัครผ่านออนไลน์ได้มั๊ยคะ
30866,ATS สมัครผ่านออนไลน์ได้มั๊ยคะ,"ขอวิธีทำหน่อยค่ะ
ถ้าตอนนี้โอนเข้าพอร์ตไปก่อนได้มั๊ยะค"
30868,"ขอวิธีทำหน่อยค่ะ
ถ้าตอนนี้โอนเข้าพอร์ตไปก่อนได้มั๊ยะค",กสิกรไทยค่ะ
30870,กสิกรไทยค่ะ,You sent a photo.
30871,กสิกรไทยค่ะ,You sent a photo.
30873,You sent a photo.,You sent a sticker.
30875,You sent a sticker.,You sent a sticker.
30880,"You sent a photo.
ไม่มีคนอ่านไลน์นี้ครับ
รบกวนกวนด้วยครับ",หรือต้องมาส่งไลน์นี้ครับ
30882,หรือต้องมาส่งไลน์นี้ครับ,You sent a photo.
30884,You sent a photo.,"You sent a sticker.
You sent a sticker."
30885,You sent a photo.,"You sent a sticker.
You sent a sticker."
30887,"You sent a sticker.
You sent a sticker.",You sent a sticker.
30889,You sent a sticker.,"You sent a sticker.
เติมเมื่อไรแจ้งได้ครับ"
30891,"You sent a sticker.
เติมเมื่อไรแจ้งได้ครับ",You sent a sticker.
30892,"You sent a sticker.
เติมเมื่อไรแจ้งได้ครับ",You sent a sticker.
30893,"You sent a sticker.
เติมเมื่อไรแจ้งได้ครับ",You sent a sticker.
30895,You sent a sticker.,"เติมได้ครับ
แจงมานะครับ"
30896,You sent a sticker.,"เติมได้ครับ
แจงมานะครับ"
30897,You sent a sticker.,"เติมได้ครับ
แจงมานะครับ"
30899,"เติมได้ครับ
แจงมานะครับ",แจ้ง
30901,แจ้ง,You sent a sticker.
30904,You sent a sticker.,"You sent a photo.
ผมเติมไว้เลยนะครับ 50000"
30906,"You sent a photo.
ผมเติมไว้เลยนะครับ 50000",ถ้าต้องเพิ่มแจ้งอีกทีนะครัย
30908,ถ้าต้องเพิ่มแจ้งอีกทีนะครัย,You sent a sticker.
30910,You sent a sticker.,"You sent a photo.
ครั้งแรก 200,000  ผมเติมไป 50,000 แล้ว 1 ครั้ง
ผมเติมอีก 100,000 ครับ
รวม 350,000 ถูกต้องไหมครับ
ขอบคุณครับ
ฝากด้วยครับ"
30911,You sent a sticker.,"You sent a photo.
ครั้งแรก 200,000  ผมเติมไป 50,000 แล้ว 1 ครั้ง
ผมเติมอีก 100,000 ครับ
รวม 350,000 ถูกต้องไหมครับ
ขอบคุณครับ
ฝากด้วยครับ"
30913,"You sent a photo.
ครั้งแรก 200,000  ผมเติมไป 50,000 แล้ว 1 ครั้ง
ผมเติมอีก 100,000 ครับ
รวม 350,000 ถูกต้องไหมครับ
ขอบคุณครับ
ฝากด้วยครับ",ขอบคุณมากครับ
30915,ขอบคุณมากครับ,ถ้าต้องเติมแจ้งด้วยครับ
30916,ขอบคุณมากครับ,ถ้าต้องเติมแจ้งด้วยครับ
30917,ขอบคุณมากครับ,ถ้าต้องเติมแจ้งด้วยครับ
30918,ขอบคุณมากครับ,ถ้าต้องเติมแจ้งด้วยครับ
30919,ขอบคุณมากครับ,ถ้าต้องเติมแจ้งด้วยครับ
30921,ถ้าต้องเติมแจ้งด้วยครับ,ขอคำแนะนำครับ
30922,ถ้าต้องเติมแจ้งด้วยครับ,ขอคำแนะนำครับ
30923,ถ้าต้องเติมแจ้งด้วยครับ,ขอคำแนะนำครับ
30924,ถ้าต้องเติมแจ้งด้วยครับ,ขอคำแนะนำครับ
30925,ถ้าต้องเติมแจ้งด้วยครับ,ขอคำแนะนำครับ
30927,ขอคำแนะนำครับ,แล้วถ้าลงไปแล้ว 350000 บาทต้องเติมเท่าไรครับ
30929,แล้วถ้าลงไปแล้ว 350000 บาทต้องเติมเท่าไรครับ,ในกรณีเราเติม เมื่อค่าเงินขึ้นแล้ว เราจะมีโอกาสกำไรมากกว่า คนที่หยุดใช่ไหมครับ
30930,แล้วถ้าลงไปแล้ว 350000 บาทต้องเติมเท่าไรครับ,ในกรณีเราเติม เมื่อค่าเงินขึ้นแล้ว เราจะมีโอกาสกำไรมากกว่า คนที่หยุดใช่ไหมครับ
30932,ในกรณีเราเติม เมื่อค่าเงินขึ้นแล้ว เราจะมีโอกาสกำไรมากกว่า คนที่หยุดใช่ไหมครับ,"You sent a photo.
ผมเติม 250000"
30934,"You sent a photo.
ผมเติม 250000","รวมเป็น 600000
ฝากด้วยครับ
สู้ครับ"
30939,You sent a sticker.,"ซักครู่นะคะ
เดี๋ยวอาจจะขอคอลไป"
30940,You sent a sticker.,"ซักครู่นะคะ
เดี๋ยวอาจจะขอคอลไป"
30942,"ซักครู่นะคะ
เดี๋ยวอาจจะขอคอลไป",เลิกงานกี่โมงนะคะ พอดียังติดประชุมอยู่ น่าจะอีกแป้บนึงค่ะ
30943,"ซักครู่นะคะ
เดี๋ยวอาจจะขอคอลไป",เลิกงานกี่โมงนะคะ พอดียังติดประชุมอยู่ น่าจะอีกแป้บนึงค่ะ
30945,เลิกงานกี่โมงนะคะ พอดียังติดประชุมอยู่ น่าจะอีกแป้บนึงค่ะ,สะดวกแล้วค่ะ
30947,สะดวกแล้วค่ะ,โทรได้เลยมั้ยคะ
30949,โทรได้เลยมั้ยคะ,You sent a sticker.
30951,You sent a sticker.,โอเคค่า ขอบคุณค่ะ
30952,You sent a sticker.,โอเคค่า ขอบคุณค่ะ
30954,โอเคค่า ขอบคุณค่ะ,"โอเคค่ะ
You sent a sticker."
30955,โอเคค่า ขอบคุณค่ะ,"โอเคค่ะ
You sent a sticker."
30957,"โอเคค่ะ
You sent a sticker.", โอเคค่าขอบคุณค่ั
30958,"โอเคค่ะ
You sent a sticker.", โอเคค่าขอบคุณค่ั
30959,"โอเคค่ะ
You sent a sticker.", โอเคค่าขอบคุณค่ั
30961, โอเคค่าขอบคุณค่ั,โอเคค่า ขอบคุณค่ถ
30962, โอเคค่าขอบคุณค่ั,โอเคค่า ขอบคุณค่ถ
30964,โอเคค่า ขอบคุณค่ถ,โอเคค่ะ ต้องเติมประมาณเท่าไหร่นะคะ
30966,โอเคค่ะ ต้องเติมประมาณเท่าไหร่นะคะ,โอเคค่ะ
30968,โอเคค่ะ,You sent a sticker.
30969,โอเคค่ะ,You sent a sticker.
30971,You sent a sticker.,"มีคำถามค่ะว่าถ้าเงินบาทแข็งค่ามาก
อันนี้สามารถรอให้กลับตัวโดยไม่ขายขาดทุนได้หรือไม่คะ
ถ้าสมมติต้นทุนค่อนข้างต่ำแล้ว"
30972,You sent a sticker.,"มีคำถามค่ะว่าถ้าเงินบาทแข็งค่ามาก
อันนี้สามารถรอให้กลับตัวโดยไม่ขายขาดทุนได้หรือไม่คะ
ถ้าสมมติต้นทุนค่อนข้างต่ำแล้ว"
30974,"มีคำถามค่ะว่าถ้าเงินบาทแข็งค่ามาก
อันนี้สามารถรอให้กลับตัวโดยไม่ขายขาดทุนได้หรือไม่คะ
ถ้าสมมติต้นทุนค่อนข้างต่ำแล้ว",แต่ตอนนี้ทางทีมงานก็คือดูเป็น best way ให้อยู่ตลอดใช่มั้ยคะ
30976,แต่ตอนนี้ทางทีมงานก็คือดูเป็น best way ให้อยู่ตลอดใช่มั้ยคะ,"โอเคค่ะพี่เดีย ที่ถามดูเพราะว่าเห็นว่ากินเงินต้นไปค่อนข้างเยอะเลยค่ะช่วงนี้😆 แต่ก็เข้าใจสภาพตลาดค่ะ
บาทแข็งมากจริงๆค่ะ
เดี๋ยวทยอยเติมเข้าไปนะคะ"
30978,"โอเคค่ะพี่เดีย ที่ถามดูเพราะว่าเห็นว่ากินเงินต้นไปค่อนข้างเยอะเลยค่ะช่วงนี้😆 แต่ก็เข้าใจสภาพตลาดค่ะ
บาทแข็งมากจริงๆค่ะ
เดี๋ยวทยอยเติมเข้าไปนะคะ",You sent a sticker.
30979,"โอเคค่ะพี่เดีย ที่ถามดูเพราะว่าเห็นว่ากินเงินต้นไปค่อนข้างเยอะเลยค่ะช่วงนี้😆 แต่ก็เข้าใจสภาพตลาดค่ะ
บาทแข็งมากจริงๆค่ะ
เดี๋ยวทยอยเติมเข้าไปนะคะ",You sent a sticker.
30981,You sent a sticker.,"ข้อ 1 ใช้เงินสำรองมากเกินไปค่ะ
สัดครู่นะคะ
โทรได้มั้ยคะ"
30982,You sent a sticker.,"ข้อ 1 ใช้เงินสำรองมากเกินไปค่ะ
สัดครู่นะคะ
โทรได้มั้ยคะ"
30984,"ข้อ 1 ใช้เงินสำรองมากเกินไปค่ะ
สัดครู่นะคะ
โทรได้มั้ยคะ",โอเคค่ะ ตอนที่สะดวกก็ได้นะคะ
30986,โอเคค่ะ ตอนที่สะดวกก็ได้นะคะ,ขอบคุณค่า
30988,ขอบคุณค่า,You sent a sticker.
30993,"You sent a sticker.
You sent a sticker.","You sent a photo.
ทำไมมีการเพิ่มยอดเงินคะ"
30994,"You sent a sticker.
You sent a sticker.","You sent a photo.
ทำไมมีการเพิ่มยอดเงินคะ"
30995,"You sent a sticker.
You sent a sticker.","You sent a photo.
ทำไมมีการเพิ่มยอดเงินคะ"
30997,"You sent a photo.
ทำไมมีการเพิ่มยอดเงินคะ","การลงทุนยังคงเป็น  200,000.  ใช่มั้ยคะ"
30999,"การลงทุนยังคงเป็น  200,000.  ใช่มั้ยคะ",คำว่า old pin ที่ขึ้นมาใช้pin ตัวไหนคะ
31000,"การลงทุนยังคงเป็น  200,000.  ใช่มั้ยคะ",คำว่า old pin ที่ขึ้นมาใช้pin ตัวไหนคะ
31002,คำว่า old pin ที่ขึ้นมาใช้pin ตัวไหนคะ,เปลี่ยน Pin เป็น 123456 เรียบร้อยแล้วค่ะ
31004,เปลี่ยน Pin เป็น 123456 เรียบร้อยแล้วค่ะ,"ขอบคุณค่ะ
You sent a sticker."
31005,เปลี่ยน Pin เป็น 123456 เรียบร้อยแล้วค่ะ,"ขอบคุณค่ะ
You sent a sticker."
31007,"ขอบคุณค่ะ
You sent a sticker.","You sent a sticker.
You sent a sticker."
31008,"ขอบคุณค่ะ
You sent a sticker.","You sent a sticker.
You sent a sticker."
31010,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31011,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31012,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31013,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31014,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31015,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31016,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31017,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31018,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31019,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31020,"You sent a sticker.
You sent a sticker.",You sent a sticker.
31026,"You sent a photo.
สวัสดีค่ะ
รายละเอียดตัวนี้เป็นอย่างไรคะ",ขอบคุณค่ะ
31027,"You sent a photo.
สวัสดีค่ะ
รายละเอียดตัวนี้เป็นอย่างไรคะ",ขอบคุณค่ะ
31029,ขอบคุณค่ะ,แอร์ 0945152415
31031,แอร์ 0945152415,อีก 5 นาทีนะคะ
31032,แอร์ 0945152415,อีก 5 นาทีนะคะ
31034,อีก 5 นาทีนะคะ,"กนกรัชต์ เตียรถ์วัฒนานนท์
8/9-10 ศูนย์การค้าสหชัชวาลย์ซอย 3 ถนนปลัดเมือง ตำบลในเมือง อำเภอเมืองบุรีรัมย์ จังหวัดบุรีรัมย์ 31000
094-5152415
เปิดแบบเอกสารกับออนไลน์ต่างกันไหมคะ
ได้หมดเลยค่ะ"
